Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43
Ravia 5,60,1068,31244,176,180,3776,7363,7150,61138,8025,7793,264,11552,22386,527,9609,6584,6569,84682,8063,6276,10448,7284,11173,261,10890,24915,10430,0,0,0,,,,,,,,,,,,,
Ravia 5,61,7799,1068,31244,176,180,3776,7363,14286,19310,264,11552,12020,22386,527,263,9609,84682,8063,6276,10448,7284,11173,5318042,8103,638011,637776,10890,31266,8842,0,,,,,,,,,,,,,
Ravia 5,62,7799,1068,6590,31244,176,7363,61138,6561,443158,12020,62336,527,6584,10448,8857,7895,11173,261,5284503,8103,31266,3314,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,63,1068,31244,176,3776,7150,61138,8025,6561,62336,527,263,9609,6569,8063,5318042,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,64,7799,1068,6590,31244,1031,176,180,3776,7363,14286,61138,8025,443158,12020,62336,527,263,9609,6584,84682,6276,10448,7284,11173,5318042,8103,637566,24915,31266,3314,,,,,,,,,,,,,
Ravia 5,65,1031,176,3776,14286,19310,6561,7793,12020,263,6276,7284,8103,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,66,7799,1068,1031,180,3776,7363,8025,19310,6561,264,12020,62336,6584,1032,6276,10448,261,5318042,10890,31266,8842,10430,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,67,1068,3776,7363,61138,443158,527,1032,84682,7284,637776,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,68,7799,1068,6590,1031,176,180,7363,7150,14286,61138,6561,12020,9609,6584,84682,6276,10448,8857,7284,11173,261,5284503,8103,637566,637776,10890,3314,8842,10430,0,,,,,,,,,,,,,
Ravia 5,69,61138,264,11552,9609,8063,6276,10448,11173,5284503,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,70,1068,8025,6561,264,22386,263,9609,6584,6569,261,5318042,10890,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,71,1031,3776,7150,22386,6584,8063,6276,8857,261,8103,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,72,7799,1068,31244,1031,7793,264,62336,9609,6584,1032,6276,8857,7895,7284,11173,261,5284503,24915,3314,8842,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,73,31244,1031,176,180,3776,7363,19310,6561,443158,264,11552,12020,62336,9609,1032,6569,84682,8063,6276,7895,7284,11173,261,5284503,5318042,637566,638011,10890,31266,0,,,,,,,,,,,,,
Ravia 5,74,6590,176,6561,443158,264,11552,12020,62336,6569,84682,10448,8857,261,5318042,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,75,1068,31244,61138,527,9609,6569,10448,7895,261,5318042,8103,638011,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,76,6590,3776,7150,8025,263,9609,8857,261,637776,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,77,1068,31244,7150,14286,8025,7793,264,22386,261,5318042,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,78,180,7363,7793,11552,12020,22386,263,84682,6276,7895,7284,261,5284503,5318042,8103,638011,637776,24915,3314,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,79,1068,1031,61138,7793,10448,7284,637566,637776,31266,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,80,1068,6590,61138,6561,7793,22386,8857,11173,261,638011,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,81,6590,176,7363,14286,443158,11552,12020,22386,10448,7284,11173,5284503,5318042,637566,638011,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,82,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0,,,,,,,,,,,,,
Ravia 5,83,6590,176,7150,8025,19310,443158,264,6569,11173,261,8103,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,84,180,3776,7363,7150,61138,8025,7793,11552,12020,22386,62336,527,6584,84682,8063,6276,10448,638011,637776,10890,24915,31266,8842,10430,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,85,31244,180,8025,6561,11552,527,263,6584,84682,6276,8857,11173,261,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,86,1068,6590,31244,1031,3776,7363,7150,8025,19310,6561,443158,264,11552,12020,62336,527,9609,6584,1032,10448,8857,11173,261,8103,638011,10890,31266,3314,10430,0,,,,,,,,,,,,,
Ravia 5,87,1068,6590,31244,176,3776,7150,8025,19310,7793,443158,264,12020,22386,1032,6569,84682,8063,6276,10448,8857,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,,,,,,,,,,,,,
Ravia 5,88,1068,3776,7363,61138,8025,19310,22386,62336,84682,8063,6276,10448,7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,89,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,90,1068,1031,61138,19310,11552,12020,8063,6276,10448,8857,7895,638011,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,91,1031,176,7363,14286,8025,7793,443158,527,263,6584,6276,10448,8857,7895,11173,5318042,637566,638011,10890,31266,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,92,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,93,1068,3776,7150,61138,19310,443158,264,12020,22386,62336,7284,5284503,8103,637566,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,94,6590,3776,7363,7150,61138,8025,7793,443158,12020,22386,263,6569,84682,6276,10448,8857,7895,11173,261,5284503,8103,638011,10890,24915,31266,3314,8842,10430,0,0,,,,,,,,,,,,,
Ravia 5,95,6590,180,3776,443158,22386,263,9609,1032,84682,7284,11173,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,96,1068,6590,31244,180,3776,7363,7150,61138,8025,19310,264,11552,22386,527,1032,6569,8063,6276,10448,8857,261,5284503,5318042,8103,638011,10890,24915,31266,3314,10430,,,,,,,,,,,,,
Ravia 5,97,6590,31244,1031,7150,19310,6561,7793,264,12020,62336,263,9609,84682,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,24915,8842,10430,0,0,0,0,,,,,,,,,,,,,
Ravia 5,98,6590,180,3776,7363,8025,19310,12020,22386,263,1032,6569,10448,7284,637776,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,99,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0,,,,,,,,,,,,,
Ravia 5,100,1031,61138,8025,19310,6561,7793,11552,22386,527,9609,1032,10448,7284,11173,261,5284503,8103,638011,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,101,3776,7363,7150,6561,7793,12020,22386,527,6584,1032,6569,84682,8063,6276,7284,5318042,8103,637566,637776,31266,8842,10430,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,102,7799,6590,31244,176,7363,14286,61138,6561,62336,9609,6584,1032,84682,11173,5284503,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,103,1068,3776,7150,14286,61138,8025,19310,6561,7793,443158,11552,22386,62336,263,6584,84682,6276,10448,8857,7895,5284503,5318042,8103,637566,638011,24915,3314,10430,0,0,,,,,,,,,,,,,
Ravia 5,104,1068,6590,31244,1031,176,7363,14286,61138,8025,19310,6561,11552,62336,527,263,9609,8063,6276,10448,7895,261,5284503,5318042,8103,637566,638011,24915,3314,8842,10430,,,,,,,,,,,,,
Ravia 5,105,7799,3776,7150,19310,6561,6569,84682,6276,11173,637566,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,106,7799,1068,6590,176,7363,14286,8025,6561,7793,11552,263,9609,1032,6569,84682,8063,10448,7895,7284,11173,261,8103,637566,638011,10890,31266,8842,10430,0,0,,,,,,,,,,,,,
Ravia 5,107,31244,180,8025,19310,22386,263,10448,7895,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,108,180,3776,7150,6561,7793,264,11552,22386,527,8857,7895,261,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,109,176,180,7363,264,12020,263,9609,1032,84682,6276,7895,11173,638011,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,110,3776,14286,8025,19310,443158,264,11552,12020,22386,62336,527,263,1032,6569,8063,10448,8857,7895,7284,261,5284503,8103,637566,637776,10890,24915,31266,8842,0,0,,,,,,,,,,,,,
Ravia 5,111,7799,1068,31244,3776,7150,14286,19310,6561,7793,12020,62336,263,6584,6276,10448,7284,5284503,8103,637566,637776,31266,8842,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,112,1068,6590,31244,1031,3776,7363,7150,14286,6561,11552,12020,62336,527,9609,1032,6569,8063,6276,7284,11173,5318042,8103,3314,8842,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,113,3776,7363,7150,8025,19310,264,12020,263,9609,84682,10448,7895,7284,5284503,5318042,8103,638011,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,114,7799,1068,31244,1031,180,7363,7150,14286,8025,6561,264,22386,62336,263,9609,1032,84682,8063,6276,10448,11173,5284503,8103,637566,638011,24915,10430,0,0,0,,,,,,,,,,,,,
Ravia 5,115,7799,1068,31244,176,180,3776,7363,7150,14286,61138,19310,7793,443158,11552,12020,263,6584,1032,6569,84682,7895,11173,261,5318042,8103,637566,637776,24915,31266,10430,,,,,,,,,,,,,
Ravia 5,116,7799,31244,1031,7363,14286,8025,19310,7793,12020,62336,8063,6276,7895,637776,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,117,6590,1031,176,180,7363,7150,14286,8025,19310,6561,7793,264,11552,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,10890,31266,8842,10430,0,0,,,,,,,,,,,,,
Ravia 5,118,1068,1031,180,3776,14286,61138,8025,6561,7793,264,11552,12020,22386,263,6584,1032,8063,7284,5284503,8103,637776,10890,24915,8842,10430,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,119,7799,3776,264,62336,6569,10448,261,5284503,638011,10890,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,120,7799,1068,7150,19310,7793,264,527,263,6569,8857,7284,11173,261,8103,10890,24915,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Test,1,10890,62465,12180,7799,6054,12367,61016,7410,7749,10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,2,31244,14286,7714,8892,18827,12020,7519,7991,10430,7770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,3,7793,8091,8797,26331,22873,31265,8118,454,6569,93009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,4,31272,6501,8091,454,31252,6184,7410,8635,22386,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,5,8892,14286,7991,7749,8051,62465,62336,6561,8797,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,6,31244,22873,7710,8635,9609,6054,18827,8118,12178,5634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,7,8025,5634,31272,10430,7770,7714,7410,7762,4133,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,8,8051,8091,10976,2758,5634,8797,3314,22873,31272,8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,9,10722,31265,12020,10882,12741,8892,61138,31244,6561,8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,10,7714,26331,11509,18827,8118,61138,31272,12741,8025,10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,11,31252,8118,8030,12178,1068,12232,9609,650,11002,15380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,12,93009,7654,6654,8858,3314,18827,8186,62433,7793,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,13,18827,7793,19310,8118,22386,6054,9609,22873,1140,22201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,14,8051,12020,7793,7799,8797,6654,7714,8130,5634,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,15,10890,8025,261,6561,8797,62444,7749,6054,7460,11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,16,7654,8118,8635,7770,61138,7799,8186,7165,8030,11002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,17,22201,6184,12741,8797,11509,7793,7770,8091,3314,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,18,7410,31276,62433,10821,7799,22201,6590,7762,61138,7731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,19,62433,62336,6590,31244,62465,11002,5634,6184,12020,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,20,8051,7799,3314,8858,12178,4133,8118,10722,14286,26331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,21,7344,7654,10890,6590,10882,11509,7731,10430,7150,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,22,7654,31272,7714,8797,11002,454,957,12232,7966,62433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,23,8635,9609,31265,8091,7731,61138,10722,10882,7749,31276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,24,7762,7793,7714,4133,62433,7991,12180,6501,454,18827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,25,18827,7991,12180,4133,240,7793,7654,6569,8130,7762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,26,4133,7410,62433,8186,7749,10976,12180,7966,8051,15380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,27,6054,7799,7654,62433,7991,7710,11509,10430,7888,62444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,28,8030,31252,1031,15380,8103,31244,180,12232,8148,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,29,15380,62444,11002,6654,180,12232,7519,1068,8030,62336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,30,31252,7770,12232,19310,8118,6561,8148,15380,1068,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,31,62433,5281168,7731,18827,12180,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,32,7888,62465,326,454,8130,8103,8051,22386,24915,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,33,31272,9609,7749,8103,22201,10882,22386,1068,6569,7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,34,12367,454,8186,957,10882,18827,31265,8091,6569,5281168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,35,12180,31252,19310,10882,8797,7150,7710,7888,24915,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,36,440967,7460,1068,7731,443158,7165,22386,7793,11509,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,37,7410,12020,22201,8635,1031,957,6054,7710,7799,61138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,38,24915,6184,6590,8635,10976,8091,11509,10722,9609,7714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,39,61138,31276,15380,18827,31244,8797,7793,5634,261,8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,40,180,7762,12178,10976,12367,7799,8030,8118,7150,31265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,41,62433,5281168,7731,18827,12180,7888,62465,326,454,8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,42,10890,8025,261,6561,8797,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,43,10890,8025,261,6561,8797,7654,8118,8635,7770,61138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,44,10890,8025,261,6561,8797,7793,6654,31265,10722,62336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,45,7150,8091,8186,31276,7770,61138,22201,8030,1031,12232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,46,7654,8118,8635,7770,61138,8129,7762,11509,7150,6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,47,8103,8051,22386,24915,7710,62444,7749,6054,7460,11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,48,7793,6654,31265,10722,62336,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,49,11509,15380,8103,31265,22201,180,8129,7165,7799,7460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,50,7793,6654,31265,10722,62336,22201,10821,31244,31276,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,51,7654,8118,8635,7770,61138,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,52,62433,5281168,7731,18827,12180,1031,12178,12020,5634,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,53,10890,8025,261,6561,8797,62444,7749,6054,7460,11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,54,7654,8118,8635,7770,61138,7799,8186,7165,8030,11002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,55,1031,12178,12020,5634,22873,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,56,62433,5281168,7731,18827,12180,8103,8051,22386,24915,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,57,7654,8118,8635,7770,61138,8129,7762,11509,7150,6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,58,10890,8025,261,6561,8797,7714,1068,5283349,440967,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,59,7793,6654,31265,10722,62336,7888,62465,326,454,8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,60,10890,8025,261,6561,8797,1031,12178,12020,5634,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,61,7793,6654,31265,10722,62336,7714,1068,5283349,440967,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,62,15380,7410,12232,6569,31252,19310,6590,180,443158,5281515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,63,62465,62336,15380,6184,261,31252,180,7344,7460,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,64,8129,7731,22873,10722,7793,7770,9609,6544,6561,6654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,65,7793,31244,8130,7410,7714,8118,12020,10821,454,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,66,7150,6590,10821,8051,7770,22201,5281168,8103,31244,7344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,67,6561,8051,5281515,62444,12178,62465,8030,261,454,7770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,68,7410,6654,31244,18827,8148,10890,12180,62465,7460,61138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,69,1068,31265,1031,22386,8130,6569,31252,7799,62465,12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,70,6590,31244,62444,8797,22386,7714,7731,440967,31276,8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,71,8103,8051,22386,24915,7710,7714,1068,5283349,440967,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,72,62433,5281168,7731,18827,12180,62444,7749,6054,7460,11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,73,62433,5281168,7731,18827,12180,7799,8186,7165,8030,11002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,74,8129,7762,11509,7150,6184,1031,12178,12020,5634,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,75,8103,22386,10821,31272,6654,8797,5634,8635,31265,19310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,76,62433,5281168,7731,18827,12180,7799,8186,7165,8030,11002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,77,8129,7762,11509,7150,6184,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,78,7888,62465,326,454,8130,8103,8051,22386,24915,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,79,7731,12367,19310,6054,62433,7150,10821,7410,61016,11002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,80,7888,62465,326,454,8130,8129,7762,11509,7150,6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,81,62433,5281168,7731,18827,12180,8103,8051,22386,24915,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,82,8103,8051,22386,24915,7710,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,83,62433,5281168,7731,18827,12180,10976,8148,61016,8091,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,84,7888,62465,326,454,8130,8103,8051,22386,24915,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,85,7888,62465,326,454,8130,7714,1068,5283349,440967,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,86,10890,8025,261,6561,8797,62444,7749,6054,7460,11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,87,62433,5281168,7731,18827,12180,7714,1068,5283349,440967,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,88,7793,6654,31265,10722,62336,7654,8118,8635,7770,61138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,89,7654,8118,8635,7770,61138,1031,12178,12020,5634,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,90,7654,8118,8635,7770,61138,8129,7762,11509,7150,6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,91,7888,62465,326,454,8130,1031,12178,12020,5634,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,92,7793,6654,31265,10722,62336,957,10430,12367,7344,9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
